item_id,order_id,product_id,quantity,unit_price,discount_percent
371,266,19,2,78.94,4.67
372,176,415,8,4350.46,38.63
373,499,370,10,3468.78,38.53
374,405,139,2,118.69,4.48
375,17,215,4,2431.53,5.81
376,248,89,9,1539.54,18.54
377,486,171,1,4516.96,29.55
378,456,249,-4,1046.63,22.78
379,402,443,-1,4898.46,33.94
381,20,66,10,1375.85,25.93
382,485,356,8,2269.21,17.45
383,166,353,4,2218.65,20.31
384,348,301,8,3628.83,15.61
385,427,166,6,3128.12,11.3
386,89,178,8,1037.45,24.23
387,104,241,8,1086.69,1.88
388,19,163,5,914.84,34.38
390,230,364,5,3858.4,30.8
391,274,107,9,3546.7,37.07
392,449,105,2,4126.87,1.68
393,108,371,2,827.31,11.68
394,453,102,9,813.76,14.55
395,142,426,4,3857.64,0.26
396,486,176,5,471.91,14.9
397,425,432,4,3946.72,5.52
398,440,371,7,4721.51,17.7
399,11,87,9,1724.6,16.07
400,169,38,1,3317.87,25.66
401,60,430,9,2039.91,27.23
402,312,9,6,4143.67,36.01
403,151,211,7,4443.52,24.97
404,453,415,6,3888.23,35.24
406,219,320,9,2630.61,30.28
408,433,62,2,4215.84,10.39
409,520,128,2,2271.25,22.9
410,6,240,6,1784.17,11.38
411,144,254,7,570.87,20.66
412,198,101,6,775.44,17.03
413,422,436,2,4448.12,19.05
414,457,413,6,2961.79,20.76
415,405,434,10,4982.73,27.56
416,502,148,7,2553.64,19.39
417,469,121,9,3487.63,18.22
418,34,379,3,4612.4,4.75
419,419,297,2,249.4,6.13
420,381,302,6,2455.33,31.65
421,146,313,7,4450.83,8.62
423,318,387,8,2402.38,28.8
424,136,472,3,3820.31,26.69
425,153,420,6,1966.81,36.01
426,348,454,1,3692.77,25.84
427,170,317,1,2827.17,4.95
428,88,55,10,4788.6,20.87
429,488,185,1,4813.76,11.0
430,211,87,10,4044.26,24.27
431,412,24,1,1732.78,7.22
432,25,264,6,500.57,39.19
433,173,262,3,3853.11,6.17
434,418,334,3,948.22,28.53
435,306,146,2,2093.47,12.97
436,385,246,1,3773.06,23.44
437,505,118,9,1382.97,12.73
438,417,418,8,3186.03,36.55
439,20,104,9,1269.26,22.19
440,129,457,10,465.35,25.43
441,209,173,6,3921.02,21.5
442,434,2,8,4072.59,38.44
443,297,494,-1,1402.85,10.04
444,390,289,4,275.15,29.57
445,72,126,2,4160.97,29.0
446,287,517,4,4789.22,12.73
447,351,464,5,1401.42,26.49
448,330,337,4,128.58,27.67
449,3,178,-1,2095.16,35.81
450,501,84,7,3947.16,25.96
451,80,456,1,3377.62,14.12
452,386,182,6,4203.77,32.47
453,9,198,8,2250.66,8.86
454,21,367,5,997.98,32.65
455,311,506,4,4838.12,1.47
456,505,8,10,1020.63,32.84
457,406,513,5,2495.36,22.07
458,180,67,10,680.78,37.34
459,234,24,5,4960.16,27.72
460,259,3,9,4692.56,25.64
461,54,281,7,652.5,20.73
462,508,45,9,4424.82,8.98
463,285,324,9,75.54,7.78
464,84,232,1,4891.57,16.95
465,77,338,4,1588.49,25.04
467,485,342,6,2622.39,9.47
468,75,450,10,3832.29,25.01
469,128,387,1,1600.73,33.91
470,67,57,1,1542.28,25.05
471,68,54,1,1509.84,15.26
472,99,11,7,2294.39,18.57
473,439,348,10,3272.06,27.03
474,27,198,9,584.63,0.49
475,70,130,4,3204.95,10.25
476,432,191,10,1253.6,31.88
477,62,447,5,2589.97,26.07
478,367,150,10,779.67,12.35
479,352,149,-5,333.72,20.28
480,56,206,6,3220.75,8.05
481,71,488,4,3489.17,39.28
482,340,307,10,2122.54,6.49
483,466,4,8,3211.9,27.73
484,478,493,4,3686.2,38.1
485,340,410,7,962.01,39.6
487,369,203,1,1456.3,8.76
488,269,252,3,933.78,0.86
489,269,141,1,1925.67,31.5
490,114,468,4,1238.74,32.38
491,176,67,10,636.54,35.31
492,134,388,4,3487.05,12.72
493,440,194,4,4279.46,11.77
494,153,287,4,4370.61,34.06
495,501,67,2,878.8,15.52
496,384,184,9,1643.02,14.96
497,495,275,8,2926.87,25.52
498,38,463,4,4322.68,15.84
499,314,161,7,4680.72,14.96
500,87,456,2,2618.16,9.21
501,43,345,9,2159.21,18.7
502,419,280,8,1942.74,7.18
503,240,85,2,1507.86,20.07
504,81,122,4,403.18,1.53
505,206,338,4,1287.62,29.81
506,282,268,10,92.24,11.98
507,355,13,7,2386.42,20.51
508,153,215,4,2398.47,20.63
509,480,88,8,1599.72,7.51
510,428,31,8,1904.77,23.1
511,132,364,1,1732.12,16.77
512,414,334,9,2955.43,22.7
513,33,401,3,4901.85,8.17
514,401,193,9,2400.15,13.15
515,463,176,5,566.35,22.12
516,33,28,10,974.13,2.78
517,396,299,4,3314.87,2.8
518,59,335,-2,4305.55,16.43
519,161,429,3,2417.34,2.75
520,212,443,4,4098.59,26.59
