order_id,customer_id,order_date,status,region_code
55,356,2026-05-21 15:05:16,RETURNED,EAST
56,381,2024-08-05 10:59:14,DELIVERED,NORTH
57,31,2024-12-16 03:01:42,CANCELLED,EAST
58,66,2024-10-03 07:39:18,RETURNED,NORTH
59,467,2025-07-24 03:57:36,DELIVERED,NORTH
60,171,2024-12-07 23:59:43,SHIPPED,EAST
61,106,2024-09-26 20:54:09,PLACED,SOUTH
62,3,2024-08-05 21:07:00,PLACED,SOUTH
63,484,28-09-2025,CANCELLED,SOUTH
64,37,2025-11-22 15:07:13,CANCELLED,SOUTH
65,255,2026-04-22 17:45:19,DELIVERED,EAST
66,382,10-05-2025,RETURNED,NORTH
67,229,2025-12-05 04:32:36,PLACED,WEST
68,477,27-07-2025,DELIVERED,EAST
69,,2025-08-24 14:01:22,DELIVERED,SOUTH
70,312,2025-11-08 19:39:18,RETURNED,SOUTH
71,378,2026-01-07 21:26:35,CANCELLED,SOUTH
72,252,2025-10-13 16:00:31,PLACED,WEST
73,239,26-01-2025,DELIVERED,NORTH
74,2,2024-08-19 07:01:28,CANCELLED,EAST
75,211,2025-04-22 17:20:10,SHIPPED,WEST
76,62,2024-12-30 14:34:23,DELIVERED,NORTH
77,238,25-10-2025,CANCELLED,EAST
78,87,2026-01-20 17:36:23,PLACED,CENTRAL
79,404,2024-09-05 05:11:19,RETURNED,CENTRAL
80,446,22-07-2024,SHIPPED,SOUTH
81,268,2026-07-04 16:23:33,CANCELLED,EAST
82,464,2026-06-27 13:20:34,SHIPPED,NORTH
83,140,2024-12-21 07:09:44,RETURNED,NORTH
84,109,2025-12-03 12:03:22,CANCELLED,WEST
85,417,2025-07-28 20:27:52,RETURNED,EAST
86,213,2026-07-03 06:42:06,DELIVERED,WEST
87,123,2026-06-03 06:28:02,SHIPPED,EAST
88,42,2026-04-19 11:03:17,DELIVERED,SOUTH
89,255,2024-09-12 06:30:18,CANCELLED,CENTRAL
90,307,10-07-2025,SHIPPED,NORTH
91,464,2026-03-26 08:05:46,RETURNED,SOUTH
92,474,2025-11-20 10:16:23,SHIPPED,NORTH
93,64,28-08-2024,SHIPPED,SOUTH
94,411,2025-04-18 12:09:05,PLACED,CENTRAL
95,266,2025-09-18 14:14:48,PLACED,NORTH
96,455,2026-02-09 15:25:34,PLACED,EAST
97,44,2026-07-10 22:08:07,PLACED,SOUTH
98,444,2026-06-03 18:49:54,CANCELLED,WEST
99,392,31-05-2025,CANCELLED,SOUTH
100,220,2026-04-11 15:41:13,DELIVERED,EAST
101,,2025-04-24 19:56:25,RETURNED,CENTRAL
102,252,2026-03-21 01:53:14,DELIVERED,WEST
103,491,2026-01-13 10:09:54,PLACED,EAST
104,141,2024-08-26 10:47:36,SHIPPED,CENTRAL
105,20,2026-04-12 21:49:11,DELIVERED,WEST
106,497,2025-11-03 08:28:22,RETURNED,CENTRAL
107,398,2025-02-03 15:09:53,SHIPPED,NORTH
108,,2025-08-27 01:39:55,DELIVERED,NORTH
109,367,2024-08-12 17:49:54,RETURNED,SOUTH
110,103,2026-02-02 12:21:09,SHIPPED,EAST
111,58,2024-09-04 20:07:55,SHIPPED,CENTRAL
112,364,2026-04-21 07:23:55,SHIPPED,SOUTH
113,326,2025-03-05 05:11:37,DELIVERED,CENTRAL
114,361,10-09-2024,RETURNED,SOUTH
115,193,2024-12-26 20:40:15,RETURNED,EAST
116,,2025-08-19 15:54:34,PLACED,NORTH
117,,2024-09-25 14:26:10,RETURNED,WEST
118,340,28-09-2024,SHIPPED,SOUTH
119,182,2026-01-26 10:11:12,PLACED,NORTH
120,146,2025-01-07 14:29:23,PLACED,CENTRAL
121,75,2025-08-29 02:52:57,CANCELLED,CENTRAL
122,345,2025-05-07 11:05:39,DELIVERED,SOUTH
123,448,2024-12-06 07:48:01,CANCELLED,EAST
124,366,2024-12-09 04:00:34,RETURNED,SOUTH
125,315,2025-08-24 20:55:56,DELIVERED,SOUTH
126,2,2025-12-04 09:04:04,RETURNED,WEST
127,34,2025-01-21 09:16:52,RETURNED,EAST
128,227,2025-09-27 22:05:17,RETURNED,NORTH
129,145,2025-11-09 20:54:21,PLACED,SOUTH
130,328,2024-11-28 02:54:02,PLACED,EAST
131,12,2025-09-18 21:46:13,SHIPPED,SOUTH
132,70,2026-02-14 01:59:50,DELIVERED,NORTH
133,2,2025-09-18 16:30:57,CANCELLED,WEST
134,430,2025-05-30 15:36:14,CANCELLED,WEST
135,360,2026-02-11 16:28:13,CANCELLED,NORTH
136,231,2024-10-02 02:55:44,CANCELLED,NORTH
137,,27-02-2026,DELIVERED,EAST
138,76,2025-11-20 04:49:19,SHIPPED,WEST
139,77,2025-10-02 23:55:40,PLACED,EAST
140,495,2025-04-16 04:55:22,PLACED,WEST
141,169,2025-12-18 01:27:17,CANCELLED,SOUTH
142,104,03-07-2025,SHIPPED,SOUTH
143,272,2026-01-08 20:29:28,DELIVERED,EAST
144,99,2025-12-10 21:01:06,CANCELLED,CENTRAL
145,503,2025-06-08 21:15:25,PLACED,EAST
146,438,28-05-2026,DELIVERED,CENTRAL
147,205,2024-10-01 00:36:41,PLACED,SOUTH
148,299,2024-11-18 17:33:11,CANCELLED,NORTH
149,408,2026-03-19 16:33:25,CANCELLED,EAST
150,397,2024-11-29 06:50:14,DELIVERED,WEST
151,192,2025-09-12 08:06:05,PLACED,EAST
152,477,2025-05-20 01:34:13,SHIPPED,EAST
153,64,2025-08-08 04:09:27,PLACED,NORTH
154,353,2025-03-31 07:41:53,CANCELLED,CENTRAL
155,63,2025-12-04 21:17:05,RETURNED,WEST
156,487,2024-11-12 00:37:30,SHIPPED,WEST
157,81,2025-08-30 20:37:42,PLACED,CENTRAL
158,151,2025-10-21 03:14:31,CANCELLED,SOUTH
159,217,2025-06-21 06:20:51,SHIPPED,NORTH
160,81,2026-07-07 06:04:32,CANCELLED,SOUTH
161,152,2025-04-11 19:47:56,DELIVERED,EAST
162,69,2026-06-13 03:32:29,CANCELLED,CENTRAL
163,334,2025-03-13 22:55:01,RETURNED,WEST
164,430,12-09-2025,CANCELLED,SOUTH
165,103,2025-03-21 07:59:36,RETURNED,NORTH
166,353,2026-04-29 09:13:21,DELIVERED,WEST
167,498,2025-04-26 21:21:22,RETURNED,WEST
168,177,28-05-2025,CANCELLED,SOUTH
169,,2026-02-25 17:25:52,CANCELLED,EAST
170,244,2025-11-16 00:28:00,CANCELLED,EAST
171,21,2025-06-11 14:44:44,DELIVERED,EAST
172,504,2026-04-14 20:38:49,PLACED,SOUTH
173,308,2026-01-26 23:09:23,CANCELLED,EAST
174,427,2025-03-20 09:33:51,PLACED,SOUTH
175,217,2025-10-27 17:38:58,CANCELLED,CENTRAL
176,58,2025-01-15 03:23:45,SHIPPED,NORTH
177,519,2025-09-22 13:46:49,SHIPPED,CENTRAL
178,30,2025-09-08 23:12:45,SHIPPED,SOUTH
179,,25-12-2024,CANCELLED,NORTH
180,204,2025-04-29 11:41:04,DELIVERED,WEST
181,407,2026-02-26 21:50:16,PLACED,NORTH
182,382,2025-09-12 13:11:42,RETURNED,WEST
183,486,2026-07-01 12:37:55,RETURNED,EAST
184,168,2026-02-10 11:56:55,PLACED,EAST
185,396,25-01-2025,SHIPPED,CENTRAL
186,220,2025-04-17 19:02:52,SHIPPED,SOUTH
187,420,2025-06-28 13:24:51,PLACED,NORTH
188,136,2025-06-24 18:00:10,SHIPPED,CENTRAL
189,230,16-05-2025,RETURNED,EAST
190,282,2024-07-12 07:38:56,CANCELLED,EAST
191,259,2026-01-27 07:27:47,CANCELLED,EAST
192,407,2024-08-08 02:09:55,PLACED,NORTH
193,384,2025-02-18 03:08:03,RETURNED,CENTRAL
194,306,2025-10-17 21:49:34,PLACED,WEST
195,345,24-07-2024,DELIVERED,EAST
196,306,2025-08-18 04:56:24,SHIPPED,CENTRAL
197,247,2024-10-25 02:10:56,RETURNED,WEST
198,328,2026-06-03 16:51:17,SHIPPED,NORTH
199,510,2025-03-03 14:44:18,DELIVERED,WEST
200,398,2024-07-17 06:27:14,PLACED,CENTRAL
201,195,2025-03-02 10:37:58,SHIPPED,CENTRAL
202,488,2024-12-31 12:16:12,DELIVERED,CENTRAL
203,175,2024-12-26 00:35:22,RETURNED,SOUTH
204,100,2026-05-07 19:47:13,SHIPPED,EAST
205,188,2025-03-13 18:15:03,DELIVERED,NORTH
206,364,2024-07-29 00:32:42,DELIVERED,WEST
207,381,2026-03-03 10:14:04,RETURNED,EAST
208,121,2026-04-11 14:04:22,PLACED,CENTRAL
209,73,2025-12-29 21:17:58,SHIPPED,CENTRAL
210,391,2026-04-11 21:29:00,DELIVERED,WEST
211,155,11-02-2025,SHIPPED,EAST
212,469,2026-06-26 01:29:35,DELIVERED,SOUTH
213,83,2025-09-15 05:01:53,DELIVERED,SOUTH
214,,2025-08-13 06:47:36,CANCELLED,EAST
215,173,2025-09-17 06:36:58,SHIPPED,WEST
216,91,2025-09-28 10:01:42,RETURNED,WEST
217,440,2026-07-01 08:26:51,CANCELLED,WEST
218,,2025-09-29 03:37:08,RETURNED,SOUTH
219,,2024-11-09 08:05:41,DELIVERED,CENTRAL
220,19,2024-09-23 09:38:30,PLACED,SOUTH
221,353,2024-08-10 11:27:28,SHIPPED,NORTH
222,516,2025-07-04 17:55:02,DELIVERED,SOUTH
223,47,14-04-2025,DELIVERED,WEST
224,346,2024-11-10 10:02:58,SHIPPED,EAST
225,368,2024-10-27 16:07:04,SHIPPED,SOUTH
226,20,2025-02-02 23:44:23,SHIPPED,SOUTH
227,23,2025-04-23 06:55:23,RETURNED,SOUTH
228,376,2026-06-03 03:49:14,PLACED,WEST
229,262,2025-10-07 08:10:16,RETURNED,CENTRAL
230,50,22-01-2025,PLACED,NORTH
231,119,09-01-2025,CANCELLED,WEST
232,259,2025-01-27 04:44:00,SHIPPED,SOUTH
233,10,2026-04-03 03:31:18,CANCELLED,NORTH
234,277,2025-03-02 10:02:43,RETURNED,SOUTH
235,108,2024-09-21 13:14:16,RETURNED,NORTH
236,117,2025-09-28 06:39:13,CANCELLED,SOUTH
237,205,2025-05-18 16:46:54,DELIVERED,CENTRAL
238,367,2025-09-27 04:08:29,CANCELLED,EAST
239,41,2026-06-25 02:33:33,CANCELLED,SOUTH
240,493,2024-12-28 01:19:36,SHIPPED,NORTH
241,92,02-02-2026,RETURNED,WEST
242,93,2024-09-10 03:08:37,RETURNED,NORTH
243,104,2026-01-25 04:31:15,SHIPPED,WEST
244,271,2025-03-21 08:42:02,PLACED,NORTH
245,41,2026-03-20 00:48:27,DELIVERED,EAST
246,119,2025-07-21 23:04:21,PLACED,NORTH
247,175,2024-11-23 11:08:17,DELIVERED,WEST
248,275,2025-07-26 10:08:02,PLACED,EAST
249,188,2026-04-14 12:15:48,CANCELLED,WEST
250,279,2026-06-10 11:01:33,CANCELLED,WEST
251,171,2025-12-29 18:59:11,SHIPPED,NORTH
252,107,2026-01-09 02:02:11,RETURNED,WEST
253,449,2025-10-02 17:45:13,RETURNED,WEST
254,368,2026-04-09 16:52:26,PLACED,SOUTH
255,500,2026-06-17 03:55:47,CANCELLED,WEST
256,65,24-09-2024,DELIVERED,NORTH
257,230,2025-10-17 11:54:57,DELIVERED,CENTRAL
258,98,2025-11-23 00:29:46,SHIPPED,WEST
259,395,2025-03-02 11:44:18,RETURNED,CENTRAL
260,12,10-08-2024,SHIPPED,CENTRAL
261,508,2026-01-30 18:54:11,PLACED,WEST
262,247,2026-04-01 00:34:25,DELIVERED,NORTH
263,229,2025-10-02 18:42:32,CANCELLED,WEST
264,81,2025-05-04 12:32:14,CANCELLED,CENTRAL
265,91,2024-09-11 02:55:36,CANCELLED,EAST
266,510,2026-03-10 02:31:43,PLACED,NORTH
267,,2024-08-24 14:28:37,RETURNED,CENTRAL
268,94,28-06-2026,RETURNED,EAST
269,212,2026-03-02 22:38:52,CANCELLED,EAST
270,56,2025-03-28 21:28:37,CANCELLED,EAST
271,485,2025-04-08 09:53:28,DELIVERED,WEST
272,100,2026-05-26 12:31:23,SHIPPED,NORTH
273,364,2026-04-07 20:37:39,DELIVERED,CENTRAL
274,383,2025-06-14 12:01:22,PLACED,NORTH
275,505,2025-05-31 16:31:46,CANCELLED,NORTH
276,201,2026-07-04 17:02:45,PLACED,WEST
277,469,2026-05-17 05:32:47,DELIVERED,NORTH
278,425,2024-10-13 19:02:25,RETURNED,NORTH
279,462,2026-05-18 17:59:52,RETURNED,CENTRAL
280,,2026-03-02 13:06:49,RETURNED,NORTH
281,444,2025-01-04 06:19:33,CANCELLED,CENTRAL
282,182,2026-02-12 21:44:33,RETURNED,SOUTH
283,132,2025-12-01 04:41:17,CANCELLED,CENTRAL
284,330,2026-05-02 23:25:22,CANCELLED,WEST
285,255,2025-10-22 23:43:06,CANCELLED,EAST
286,464,2026-07-03 11:21:07,SHIPPED,WEST
287,307,2024-07-21 01:09:16,RETURNED,EAST
288,223,2025-11-16 12:30:51,SHIPPED,CENTRAL
289,298,2026-03-08 00:08:08,DELIVERED,SOUTH
290,183,2025-11-15 04:56:43,RETURNED,EAST
291,119,2025-05-05 06:04:33,DELIVERED,CENTRAL
292,428,2024-08-23 05:01:13,RETURNED,EAST
293,14,2025-03-05 21:34:35,PLACED,NORTH
294,149,2025-08-23 11:12:59,PLACED,SOUTH
295,165,2024-08-13 03:41:42,DELIVERED,SOUTH
296,303,17-03-2025,RETURNED,NORTH
297,464,2025-09-04 13:01:18,RETURNED,CENTRAL
298,399,2025-09-23 22:44:30,RETURNED,EAST
299,49,2024-11-05 08:22:33,CANCELLED,WEST
300,321,2025-03-23 00:35:07,PLACED,NORTH
301,258,2025-08-06 09:26:49,RETURNED,WEST
302,377,2026-01-05 03:21:09,RETURNED,CENTRAL
303,202,2024-12-30 15:57:35,SHIPPED,EAST
304,182,2024-11-08 03:48:37,PLACED,SOUTH
305,123,2024-08-20 09:45:35,PLACED,WEST
306,271,2025-12-17 09:28:23,SHIPPED,CENTRAL
307,6,2026-01-31 09:36:54,CANCELLED,SOUTH
308,158,13-05-2025,RETURNED,NORTH
309,309,2025-06-23 06:53:27,RETURNED,CENTRAL
310,75,2026-02-16 21:57:38,DELIVERED,CENTRAL
311,189,2025-10-17 10:04:13,PLACED,CENTRAL
312,426,2025-10-01 23:31:47,RETURNED,WEST
313,358,2025-08-08 04:50:21,SHIPPED,EAST
314,370,2024-09-20 03:16:12,SHIPPED,CENTRAL
315,487,2024-12-31 15:58:42,PLACED,NORTH
316,355,2025-06-12 15:52:00,SHIPPED,CENTRAL
317,250,2025-02-22 05:56:57,DELIVERED,WEST
318,396,2026-03-14 22:58:11,RETURNED,EAST
319,384,14-05-2025,RETURNED,WEST
320,45,2024-11-04 03:09:12,SHIPPED,EAST
321,85,2024-10-22 20:11:04,SHIPPED,CENTRAL
322,8,2025-03-30 06:37:52,PLACED,SOUTH
323,219,2024-09-14 06:45:16,CANCELLED,NORTH
324,446,2025-07-16 18:34:33,PLACED,SOUTH
325,471,29-09-2025,DELIVERED,NORTH
326,76,2026-02-11 01:40:53,SHIPPED,EAST
327,73,2024-08-19 11:13:39,SHIPPED,EAST
328,398,2025-09-10 22:18:13,CANCELLED,WEST
329,18,2025-05-18 05:28:02,PLACED,CENTRAL
330,65,01-02-2025,RETURNED,NORTH
331,75,2024-09-16 05:59:22,RETURNED,NORTH
332,309,2025-05-17 17:05:04,PLACED,EAST
333,449,2025-08-05 22:39:47,CANCELLED,NORTH
334,161,2025-06-14 15:30:12,SHIPPED,SOUTH
335,401,2026-03-05 05:08:53,DELIVERED,SOUTH
336,,2026-01-05 05:15:05,RETURNED,CENTRAL
337,127,2024-10-21 10:22:17,PLACED,CENTRAL
338,404,2026-02-24 01:19:31,RETURNED,NORTH
339,216,2024-10-24 22:10:31,DELIVERED,SOUTH
340,146,2025-07-20 17:02:50,SHIPPED,SOUTH
341,259,2025-09-19 14:02:19,PLACED,SOUTH
342,56,2024-12-13 01:00:46,RETURNED,WEST
343,75,2025-07-26 02:23:32,PLACED,EAST
344,203,2025-05-15 05:16:43,RETURNED,WEST
345,366,2025-11-30 18:47:39,SHIPPED,NORTH
346,72,2025-09-28 22:22:41,DELIVERED,WEST
347,337,2024-12-11 11:33:29,DELIVERED,CENTRAL
348,374,2025-09-21 00:55:28,CANCELLED,SOUTH
349,321,02-11-2025,SHIPPED,WEST
350,369,2026-02-03 13:50:35,DELIVERED,WEST
351,457,2025-08-23 08:41:21,DELIVERED,WEST
352,112,2025-01-19 10:21:26,RETURNED,NORTH
353,144,2025-01-16 09:04:58,SHIPPED,EAST
354,79,2024-09-05 19:32:34,PLACED,NORTH
355,32,2025-02-03 23:23:38,RETURNED,WEST
356,,2026-03-07 12:04:47,RETURNED,EAST
357,484,2025-06-11 05:00:30,SHIPPED,EAST
358,229,2025-03-20 08:49:55,RETURNED,EAST
359,476,2025-12-26 00:26:35,RETURNED,NORTH
360,373,2026-06-29 23:11:04,PLACED,SOUTH
361,170,2025-10-02 13:45:37,RETURNED,SOUTH
362,164,2024-09-19 18:10:03,RETURNED,CENTRAL
363,150,2024-10-07 13:42:39,CANCELLED,EAST
364,225,15-12-2025,CANCELLED,SOUTH
365,271,29-05-2025,SHIPPED,NORTH
366,212,2025-06-06 03:22:16,DELIVERED,WEST
367,466,2025-04-21 21:05:04,PLACED,EAST
368,281,2025-04-08 16:55:52,DELIVERED,CENTRAL
369,179,2024-12-07 02:59:18,CANCELLED,EAST
370,80,2025-03-18 06:59:55,DELIVERED,WEST
371,416,2025-04-05 18:24:43,DELIVERED,WEST
372,7,2025-10-16 10:40:28,SHIPPED,WEST
373,236,2025-12-03 05:43:39,RETURNED,EAST
374,154,2024-07-30 23:15:00,SHIPPED,EAST
375,122,2026-03-01 23:54:05,SHIPPED,WEST
376,117,2025-03-05 22:14:14,CANCELLED,WEST
377,166,2024-11-20 15:08:56,CANCELLED,NORTH
378,45,2025-04-09 19:11:18,RETURNED,CENTRAL
379,138,2025-11-02 19:11:38,RETURNED,NORTH
380,151,2026-04-11 07:26:20,SHIPPED,EAST
381,416,2026-03-27 17:12:17,RETURNED,NORTH
382,291,2025-06-20 15:23:45,SHIPPED,WEST
383,483,2025-11-08 04:57:34,SHIPPED,SOUTH
384,147,2024-11-02 10:15:20,SHIPPED,CENTRAL
385,271,2025-06-19 06:50:08,DELIVERED,WEST
386,71,2024-08-16 00:34:49,CANCELLED,WEST
387,,2026-06-30 00:35:06,SHIPPED,CENTRAL
388,430,2026-04-08 15:49:56,RETURNED,NORTH
389,488,2025-01-09 12:33:49,RETURNED,NORTH
390,516,2024-12-14 06:24:15,PLACED,NORTH
391,134,2025-12-26 12:01:27,RETURNED,NORTH
392,442,2025-04-28 12:31:36,CANCELLED,EAST
393,440,10-11-2024,CANCELLED,WEST
394,101,2026-02-20 17:11:01,SHIPPED,EAST
395,239,2026-01-28 23:58:46,DELIVERED,CENTRAL
396,419,2026-05-05 12:40:41,SHIPPED,NORTH
397,8,2024-09-16 19:41:57,RETURNED,NORTH
398,8,2024-10-07 10:45:47,SHIPPED,EAST
399,371,2026-02-06 14:48:11,SHIPPED,WEST
400,260,2024-08-23 12:39:52,RETURNED,WEST
401,375,2025-01-16 22:45:03,DELIVERED,WEST
402,209,2025-11-06 12:19:36,RETURNED,CENTRAL
403,184,2026-07-01 23:29:45,RETURNED,CENTRAL
404,260,2024-11-03 20:54:08,RETURNED,EAST
405,408,2026-05-17 22:43:11,SHIPPED,NORTH
406,236,2026-04-19 17:53:49,SHIPPED,NORTH
407,411,2026-04-10 04:24:26,RETURNED,CENTRAL
408,54,2025-02-20 14:50:27,CANCELLED,NORTH
409,149,2024-07-22 20:00:33,RETURNED,WEST
410,66,2025-04-04 19:02:39,SHIPPED,EAST
411,39,2026-01-02 01:16:57,CANCELLED,WEST
412,294,2026-03-28 20:52:57,RETURNED,NORTH
413,180,2024-10-06 14:22:27,CANCELLED,WEST
414,207,06-03-2025,RETURNED,EAST
415,35,2025-06-26 17:45:28,RETURNED,CENTRAL
416,238,2025-07-13 03:37:34,SHIPPED,NORTH
417,245,2024-07-29 20:03:28,PLACED,SOUTH
418,283,2025-03-26 22:37:57,CANCELLED,EAST
419,405,2024-12-21 12:13:20,RETURNED,SOUTH
420,16,2026-02-06 22:50:38,PLACED,NORTH
421,292,2025-09-03 01:09:03,RETURNED,CENTRAL
422,356,2024-12-23 17:38:39,SHIPPED,CENTRAL
423,466,2024-12-17 11:08:05,RETURNED,NORTH
424,180,2025-09-09 14:05:16,RETURNED,NORTH
425,75,2025-08-22 14:23:06,DELIVERED,EAST
426,264,2026-02-14 23:38:09,RETURNED,EAST
427,454,2025-01-29 01:44:12,RETURNED,WEST
428,250,2025-09-11 10:22:36,DELIVERED,WEST
429,472,2025-07-22 08:15:56,PLACED,WEST
430,265,2025-11-08 02:20:48,CANCELLED,SOUTH
431,236,2026-01-30 02:45:50,CANCELLED,EAST
432,10,2024-10-29 22:54:32,DELIVERED,SOUTH
433,96,2026-01-03 01:04:02,DELIVERED,NORTH
434,183,2026-01-05 21:44:37,DELIVERED,EAST
435,276,2025-12-13 05:16:56,SHIPPED,WEST
436,205,2024-07-26 10:47:20,SHIPPED,EAST
437,235,2025-04-30 16:27:33,SHIPPED,CENTRAL
438,160,2025-10-08 00:00:07,PLACED,NORTH
439,505,2026-06-15 21:49:02,PLACED,CENTRAL
440,494,09-12-2025,RETURNED,EAST
441,282,2025-08-25 08:14:56,SHIPPED,CENTRAL
442,408,2024-08-14 22:33:56,RETURNED,SOUTH
443,434,26-01-2025,RETURNED,NORTH
444,356,2024-11-21 10:59:26,SHIPPED,WEST
445,472,2024-08-27 20:32:05,PLACED,NORTH
446,216,2025-02-17 18:23:54,RETURNED,NORTH
447,371,2024-12-15 01:14:52,DELIVERED,SOUTH
448,270,2026-03-17 03:32:31,DELIVERED,WEST
449,352,2026-01-04 04:12:02,SHIPPED,WEST
450,216,2025-11-04 03:42:02,DELIVERED,EAST
451,287,2025-02-07 21:03:18,SHIPPED,CENTRAL
452,235,2024-08-22 09:34:58,DELIVERED,SOUTH
453,443,2025-07-08 07:30:00,SHIPPED,SOUTH
454,154,2025-12-02 17:34:24,PLACED,SOUTH
455,512,2024-07-18 15:21:45,RETURNED,CENTRAL
456,324,2024-09-01 21:28:30,DELIVERED,EAST
457,49,2025-05-10 00:52:22,PLACED,SOUTH
458,221,07-12-2025,CANCELLED,NORTH
459,343,2025-02-07 21:35:39,DELIVERED,EAST
460,264,2025-12-09 02:52:32,PLACED,WEST
461,360,2026-05-04 23:58:46,RETURNED,SOUTH
462,179,2026-06-21 05:06:34,DELIVERED,EAST
463,500,2025-12-06 21:09:54,CANCELLED,NORTH
464,294,2025-04-17 22:58:25,SHIPPED,SOUTH
465,346,2026-05-14 11:23:29,RETURNED,CENTRAL
466,74,2024-10-03 23:14:39,SHIPPED,EAST
467,322,2024-07-26 23:38:52,DELIVERED,EAST
468,405,2025-02-24 08:30:53,CANCELLED,EAST
469,462,2026-05-16 21:42:17,SHIPPED,SOUTH
470,129,29-05-2026,SHIPPED,EAST
471,82,2025-11-28 13:54:12,SHIPPED,WEST
472,98,2025-05-08 09:19:02,CANCELLED,CENTRAL
473,27,07-01-2025,CANCELLED,CENTRAL
474,86,2025-05-03 20:47:13,DELIVERED,CENTRAL
475,87,2025-08-11 03:52:51,CANCELLED,EAST
476,254,2026-01-14 09:33:37,DELIVERED,WEST
477,130,2024-09-27 12:44:59,RETURNED,SOUTH
478,36,14-06-2026,DELIVERED,EAST
479,479,2025-03-14 04:31:39,DELIVERED,CENTRAL
480,139,2025-07-23 14:45:34,RETURNED,SOUTH
481,468,2026-05-16 09:49:02,RETURNED,WEST
482,318,2025-10-18 22:52:20,CANCELLED,CENTRAL
483,92,2025-08-29 01:00:39,DELIVERED,EAST
484,267,2024-09-18 12:49:35,DELIVERED,NORTH
485,140,03-12-2024,DELIVERED,WEST
486,9,2024-12-13 15:18:16,CANCELLED,WEST
487,10,2025-08-05 00:48:35,CANCELLED,EAST
488,,2025-07-02 21:29:05,RETURNED,EAST
489,422,2025-09-20 15:58:31,CANCELLED,WEST
490,168,2026-07-01 16:25:02,CANCELLED,WEST
491,270,2026-01-16 13:23:26,CANCELLED,SOUTH
492,279,2024-07-28 20:34:34,RETURNED,EAST
493,193,2024-08-12 01:02:26,SHIPPED,SOUTH
494,114,2025-01-20 07:43:33,CANCELLED,CENTRAL
495,279,2026-06-28 12:21:47,RETURNED,WEST
496,,2025-08-27 09:01:11,SHIPPED,NORTH
497,23,2025-03-06 00:15:47,PLACED,EAST
498,129,2025-03-28 06:11:27,CANCELLED,NORTH
499,93,2025-07-27 17:00:44,PLACED,WEST
500,351,2025-05-13 17:30:22,DELIVERED,WEST
501,475,2026-02-10 08:27:03,PLACED,EAST
