product_id,product_name,category,subcategory,cost_price
199,  Better Inside  ,Electronics,Tablet,3827.43
200,Report Smile,Home,Decor,779.38
201,tend guess,Books,Fiction,4092.68
202,Bag Once,Home,Furniture,313.62
203,Word Could,Home,Kitchen,4972.9
204,  Maybe Former  ,Home,Kitchen,1627.49
205,HEALTH DISCOVER,Electronics,Tablet,731.12
206,Wall Painting,Home,Decor,4164.0
207,Exist Cover,Books,History,75.99
208,your skin,Electronics,Mobile,1117.49
209,Result Wonder,Clothing,Accessories,3063.96
210,Where Customer,Books,Fiction,1476.1
211,  Moment Since  ,Home,Furniture,1230.28
212,  Decision Easy  ,Books,Fiction,4191.6
213,Simply Effort,Books,Comics,131.35
214,Turn Evidence,Clothing,Women,2174.73
215,Design Drop,Home,Kitchen,2112.01
216,Degree They,Electronics,Headphones,385.01
217,Enjoy Think,Electronics,Camera,265.5
218,present heart,Books,Science,3749.22
219,Clearly Start,Home,Furniture,1243.57
220,Both Call,Electronics,Headphones,3795.56
221,Wife Bar,Clothing,Men,2752.77
222,Require Record,Clothing,Sportswear,2418.73
223,  Mind Positive  ,Clothing,Women,3594.42
224,According South,Books,Fiction,1047.88
225,Tough Number,Clothing,Men,4670.19
226,And Thus,Books,Comics,1303.9
227,Meet Hot,Clothing,Kids,4317.59
228,pressure forward,Electronics,Tablet,666.15
229,Mind Water,Home,Decor,3729.37
230,UPON WATCH,Books,Science,2506.21
231,Paper Trouble,Books,Science,1370.27
232,  Face Military  ,Electronics,Camera,2181.51
233,Cover South,Clothing,Accessories,1640.0
234,Whole Much,Electronics,Tablet,1513.42
235,Far Information,Books,Comics,2159.27
236,Doctor Social,Books,Science,259.66
237,Part Career,Home,Lighting,1409.05
238,Arm Never,Electronics,Mobile,3205.69
239,Successful Land,Home,Lighting,3413.08
240,Mean Yard,Electronics,Laptop,3406.54
241,NOW ALONE,Books,Fiction,382.81
242,Morning Hand,Home,Bedding,4749.86
243,INDEED TRADITIONAL,Electronics,Headphones,3411.36
244,Rich Stand,Home,Bedding,3827.27
245,Contain Lot,Clothing,Accessories,2020.27
246,  Camera Say  ,Home,Kitchen,178.27
247,National Magazine,Clothing,Sportswear,1965.59
248,Four Risk,Electronics,Tablet,1338.43
249,Across Actually,Books,Non-Fiction,1463.61
250,REPRESENT DEVELOP,Books,Non-Fiction,721.86
251,HUNDRED PARTNER,Electronics,Camera,4498.46
252,Blood Gas,Books,Fiction,4839.43
253,High Position,Home,Bedding,371.45
254,TRAINING EVENT,Home,Bedding,3573.46
255,Culture Official,Clothing,Kids,1160.0
256,everyone economic,Clothing,Women,3962.35
257,Exist Market,Electronics,Tablet,2882.77
258,POSITION GUN,Books,Comics,3079.14
259,History Create,Electronics,Mobile,2020.89
260,Moment Language,Books,Comics,3857.36
261,Develop Kind,Electronics,Laptop,3229.58
262,School Soldier,Books,History,2610.93
263,Hotel His,Clothing,Accessories,2959.54
264,Too Institution,Clothing,Sportswear,4558.03
265,Far Little,Electronics,Mobile,807.43
266,Couple Owner,Clothing,Women,4676.95
267,Catch Parent,Clothing,Kids,4479.88
268,rich drop,Electronics,Tablet,3193.53
269,Teach Black,Home,Kitchen,1548.98
270,Set Expect,Electronics,Headphones,884.75
271,Summer Eat,Clothing,Women,3141.17
272,  One Lay  ,Home,Lighting,4134.92
273,  Total I  ,Electronics,Mobile,4745.31
274,Deal Child,Home,Kitchen,2882.08
275,Such Single,Electronics,Camera,2750.61
276,citizen material,Home,Decor,4033.21
277,Sure Act,Books,Science,411.22
278,Control Know,Electronics,Laptop,2107.33
279,Money Center,Books,Non-Fiction,3052.97
280,Walk Time,Home,Bedding,4940.72
281,PROFESSOR NATION,Home,Decor,3815.29
282,none service,Electronics,Tablet,2359.04
283,four stock,Home,Decor,747.34
284,Message First,Electronics,Tablet,4327.61
285,ENOUGH OR,Books,Non-Fiction,4076.72
286,Town Out,Home,Kitchen,838.74
287,Anyone Information,Books,History,2511.98
288,Bit Rock,Electronics,Camera,2313.29
289,Common As,Clothing,Women,1796.83
290,Dinner Teach,Electronics,Tablet,3007.72
291,Environmental Maybe,Books,Science,90.48
292,THOSE PROFESSIONAL,Electronics,Camera,4418.16
293,Big Listen,Home,Decor,273.95
294,Size Good,Electronics,Headphones,1013.54
295,Ever Herself,Home,Furniture,2546.06
296,Here Opportunity,Home,Lighting,3074.66
297,Onto Work,Clothing,Men,1897.33
298,Take Even,Home,Lighting,3787.08
299,Guy Again,Clothing,Accessories,2036.87
300,  Its Campaign  ,Electronics,Mobile,728.33
301,Have Trip,Home,Decor,2312.09
302,Respond Police,Clothing,Kids,1626.72
303,Decide Part,Books,Comics,4220.88
304,Parent Rate,Home,Lighting,2685.08
305,  Range Nothing  ,Home,Decor,1873.37
306,Contain Statement,Electronics,Camera,1573.01
307,Feel Hear,Electronics,Headphones,1364.38
308,Garden Report,Clothing,Men,2428.22
309,Mrs Method,Books,Non-Fiction,1248.87
310,  Stage Since  ,Electronics,Laptop,2233.14
311,Likely Visit,Books,Non-Fiction,3467.98
312,Bar I,Books,Comics,3076.82
313,Positive Few,Books,Fiction,733.51
314,Major Program,Clothing,Accessories,4990.71
315,Check Trouble,Books,Comics,1603.08
316,Computer Push,Clothing,Sportswear,1744.52
317,System Without,Home,Bedding,2446.69
318,Green Know,Clothing,Kids,1527.57
319,Program Position,Home,Bedding,1076.03
320,Owner Interview,Books,Science,1776.58
321,TIME WHAT,Home,Bedding,2888.71
322,Away Base,Books,History,4775.31
323,  Color Gun  ,Clothing,Kids,1473.77
324,Drive Former,Electronics,Tablet,3297.06
325,free read,Books,Non-Fiction,4148.36
326,Film See,Home,Lighting,1394.53
327,Example Point,Electronics,Headphones,2954.81
328,Quite Indicate,Clothing,Men,4530.66
329,  Experience Very  ,Clothing,Women,545.98
330,  Light Statement  ,Home,Decor,3421.9
331,Travel Wrong,Clothing,Men,4890.66
332,Him Small,Clothing,Sportswear,4678.41
333,People Near,Books,History,1037.31
334,Little Job,Home,Bedding,3247.19
335,computer create,Electronics,Headphones,2699.0
336,Too Agency,Electronics,Laptop,4417.11
337,Car Should,Clothing,Men,3950.41
338,  Easy Recently  ,Clothing,Kids,95.87
339,Enter Yeah,Electronics,Tablet,2299.03
340,Six School,Books,Non-Fiction,2366.7
341,So Base,Clothing,Men,854.35
342,Develop Compare,Books,Science,971.69
343,Industry Board,Home,Bedding,3388.29
344,Beyond Attack,Clothing,Women,4287.93
345,Write Unit,Books,History,1673.24
346,MATERIAL OFFICIAL,Books,Fiction,4909.34
347,arm agree,Books,Science,83.81
348,Spend Industry,Books,Non-Fiction,3781.1
349,Need Southern,Home,Bedding,3628.27
350,Because Body,Electronics,Tablet,1829.78
351,Everybody Prepare,Clothing,Men,635.21
352,Clearly Become,Home,Kitchen,3446.06
353,Real Word,Home,Furniture,4584.85
354,Value In,Home,Bedding,1143.2
355,FOR DROP,Clothing,Sportswear,2302.14
356,End Sing,Home,Decor,2768.71
357,Federal Level,Books,Comics,4136.74
358,  Produce Card  ,Clothing,Accessories,2651.26
359,Catch New,Home,Furniture,605.43
360,This Conference,Clothing,Accessories,791.77
361,Air Already,Home,Lighting,625.39
362,Record Heavy,Clothing,Accessories,500.16
363,Traditional Whole,Books,Fiction,703.12
364,Gas Treat,Books,History,335.8
365,Maybe Manage,Books,Science,157.76
366,Truth Now,Home,Furniture,1128.61
367,Worry Expert,Electronics,Mobile,1755.42
368,  Official Light  ,Electronics,Headphones,4676.18
369,  Central Save  ,Electronics,Camera,1471.1
370,Notice Cost,Clothing,Women,3225.55
371,Perhaps Picture,Books,Science,2270.26
372,  Loss Program  ,Books,History,3429.52
373,SMILE PROVIDE,Clothing,Kids,933.44
374,UNDERSTAND ORGANIZATION,Books,Comics,3652.9
375,Learn Need,Clothing,Men,162.54
376,Push Purpose,Home,Decor,3609.52
377,None Force,Books,Comics,4125.63
378,When Hand,Clothing,Sportswear,817.85
379,  Meet Notice  ,Clothing,Men,4056.92
380,Dream Support,Books,Comics,4684.38
381,behind letter,Electronics,Laptop,383.09
382,Foot History,Electronics,Camera,3376.52
383,Itself Ever,Electronics,Laptop,268.97
384,Clearly Floor,Books,Non-Fiction,1125.48
385,Action A,Electronics,Laptop,4967.74
386,Necessary Teacher,Clothing,Accessories,2908.5
387,Son Thus,Home,Kitchen,4387.48
388,Century Guy,Clothing,Sportswear,1412.01
389,Few Manager,Clothing,Sportswear,2503.32
390,Nor Across,Home,Decor,1627.74
391,RISE WIN,Books,History,1534.45
392,Million Your,Clothing,Accessories,1242.79
393,Someone Me,Clothing,Kids,764.54
394,Firm Act,Books,Fiction,2092.75
395,Space Law,Books,Comics,713.76
396,success final,Clothing,Kids,1684.8
397,Picture During,Electronics,Camera,507.7
398,style account,Clothing,Men,1916.98
399,OFFICIAL HOUR,Electronics,Mobile,4033.02
400,current its,Clothing,Sportswear,4353.9
401,  Us Option  ,Home,Bedding,1098.45
402,Leave Indicate,Clothing,Men,4997.88
403,Enjoy Common,Books,Non-Fiction,3041.79
404,senior since,Clothing,Sportswear,2782.79
405,Race In,Home,Decor,2691.57
406,them human,Home,Bedding,1830.24
407,  Discussion Everyone  ,Books,History,4023.94
408,base knowledge,Books,Science,1884.99
409,Process Education,Books,Fiction,4327.22
410,nation south,Clothing,Men,2788.89
411,SUCH WHERE,Books,Science,1021.15
412,Position Surface,Clothing,Sportswear,4175.15
413,Rule Reveal,Books,Comics,4720.15
414,Expert Feel,Home,Bedding,4116.88
415,RANGE SITUATION,Books,History,3677.22
416,NIGHT TABLE,Home,Kitchen,3615.55
417,Exist Itself,Books,Non-Fiction,4952.1
418,  Cup Tonight  ,Electronics,Headphones,4203.39
419,Authority Court,Electronics,Mobile,81.6
420,  Century Figure  ,Clothing,Women,3550.49
421,Bring Public,Electronics,Laptop,2307.25
422,Lose Prepare,Electronics,Headphones,3350.44
423,  Local Expert  ,Books,History,82.73
424,  School Prevent  ,Books,Fiction,2670.62
425,Million Cup,Home,Lighting,134.86
426,  Full After  ,Books,Non-Fiction,4594.34
427,CIVIL APPEAR,Clothing,Women,3117.92
428,nor age,Home,Bedding,3984.93
429,Cultural Blue,Electronics,Tablet,2322.04
430,Father Exist,Clothing,Women,3436.01
431,  Car Senior  ,Electronics,Mobile,2056.13
432,Left Short,Books,Comics,327.77
433,  Across Early  ,Electronics,Laptop,2524.3
434,Believe City,Books,Science,4887.78
435,  Administration Minute  ,Electronics,Headphones,1187.34
436,  Director Guess  ,Books,Science,4624.59
437,Kitchen Forget,Home,Lighting,3307.64
438,  Stock Successful  ,Clothing,Kids,4809.27
439,  Moment Hot  ,Clothing,Sportswear,1531.42
440,Major Same,Clothing,Accessories,3401.32
441,Strong Almost,Home,Decor,3711.74
442,Give Be,Electronics,Headphones,4872.9
443,Threat Social,Electronics,Mobile,1199.11
444,Child Arrive,Electronics,Tablet,3856.58
445,  Exactly Stand  ,Books,Science,3188.91
446,including away,Books,History,1811.27
447,OF MANY,Books,History,3414.49
448,Course Dark,Books,Fiction,3112.15
449,  War Thought  ,Clothing,Men,1376.46
450,Enough Technology,Books,Non-Fiction,1978.63
451,  I Them  ,Home,Furniture,75.72
452,Actually Campaign,Home,Decor,3818.67
453,  Special Send  ,Electronics,Laptop,977.59
454,Energy Image,Books,Comics,2586.58
455,  Spend Level  ,Electronics,Mobile,1801.88
456,End Sing,Electronics,Headphones,3932.97
457,Along Decide,Books,Fiction,2098.36
458,magazine simple,Electronics,Headphones,2881.2
459,SPEND BETWEEN,Clothing,Sportswear,737.26
460,Near Reduce,Home,Bedding,772.38
461,Detail Material,Clothing,Sportswear,2134.46
462,Improve Responsibility,Books,Fiction,1295.91
463,Forget Would,Clothing,Sportswear,3102.51
464,FUTURE COLD,Books,Fiction,1558.06
465,Professional Should,Books,Science,1930.46
466,And Size,Home,Decor,2181.55
467,Write Often,Clothing,Kids,3035.9
468,Near Can,Clothing,Sportswear,929.3
469,Environment Medical,Books,Science,3687.63
470,pull fire,Books,Comics,1663.14
471,Decide Herself,Home,Decor,613.74
472,Very Area,Clothing,Accessories,940.64
473,Treat Reflect,Electronics,Camera,1087.76
474,Discover Budget,Home,Furniture,3381.24
475,eat property,Clothing,Kids,1300.77
476,Leader Garden,Clothing,Sportswear,416.13
477,Administration Computer,Books,Comics,2695.12
478,  Study Fact  ,Books,Comics,3964.07
479,Pattern Call,Home,Lighting,3208.99
480,Individual Strategy,Electronics,Mobile,1278.74
481,Eight Act,Home,Kitchen,3082.76
482,And Party,Books,Science,574.43
483,step rock,Electronics,Tablet,2577.85
484,May Rise,Clothing,Sportswear,1986.11
485,  Pick Clear  ,Clothing,Kids,2439.72
486,  Hot Spend  ,Home,Decor,624.54
487,Behind Energy,Clothing,Kids,1748.18
488,Coach Money,Clothing,Accessories,1774.09
489,Benefit Rich,Electronics,Camera,3498.98
490,Present Ground,Home,Furniture,271.18
491,Word Song,Electronics,Mobile,3257.45
492,Process As,Clothing,Women,913.54
493,As Heart,Clothing,Kids,2160.53
494,Quite Class,Books,Non-Fiction,3167.31
495,Science Not,Clothing,Sportswear,194.5
496,Strong Both,Clothing,Sportswear,2176.29
497,car method,Electronics,Laptop,1427.81
498,  Early Free  ,Electronics,Headphones,4007.54
499,Open Story,Clothing,Kids,1025.52
500,Quite Something,Electronics,Tablet,4320.05
501,Hand Support,Home,Lighting,3075.98
502,Wait Leg,Electronics,Tablet,4235.31
503,Significant Data,Clothing,Kids,2971.33
504,AGAINST RISK,Clothing,Kids,1230.93
505,Huge Help,Electronics,Laptop,3482.51
506,Shake Center,Books,History,732.44
507,ENOUGH WAY,Books,History,2459.02
508,AMONG MEMORY,Clothing,Accessories,2473.73
509,Seat Left,Clothing,Women,4217.83
510,  Operation Financial  ,Electronics,Tablet,2448.81
511,Occur Same,Clothing,Sportswear,2551.92
512,Might Customer,Books,History,2484.04
513,OUR CULTURE,Books,History,459.22
514,Of Happen,Electronics,Laptop,211.84
515,Game Sign,Clothing,Accessories,882.63
516,Management Face,Books,Comics,3874.11
517,Trip Theory,Books,Comics,610.39
518,Place Who,Electronics,Tablet,2738.38
519,Traditional Once,Home,Lighting,255.97
520,college authority,Books,Comics,4949.39
